Sample ID,Community,pH,Temp,EC,TDS,Na+,K+,Mg2+,Ca2+,Cl-,SO42-,HCO3-,NO3-,F-
,,6.63,27.73,606.23,358.41,5.95,16.75,31.81,41.46,8.76,39.06,140.66,8.21,14.10
,,7.67,28.63,727.23,214.92,8.06,77.41,47.24,30.47,11.14,9.79,219.00,88.42,18.54
,,6.66,28.69,560.87,277.66,0.77,56.36,28.10,35.22,9.52,14.72,283.14,18.44,17.24
,,8.39,29.53,452.40,337.79,4.39,106.22,49.95,38.24,4.01,13.47,339.73,74.71,5.37
,,6.66,29.19,338.33,334.67,1.49,38.44,59.98,38.70,14.09,22.89,194.28,10.22,15.47
,,6.58,28.08,565.19,198.10,4.03,38.98,58.46,23.32,3.48,22.42,120.16,70.92,7.36
,,7.38,25.21,561.99,333.71,2.32,10.27,7.38,11.41,5.15,33.96,229.94,50.45,16.67
,,9.22,28.35,437.73,212.95,3.52,26.36,32.07,0.09,9.90,29.53,238.95,20.36,1.10
,,7.86,28.58,560.15,337.71,6.59,41.07,66.79,18.18,1.50,0.77,366.65,42.00,7.02
,,6.83,27.50,450.03,193.79,9.30,42.88,47.19,19.81,3.32,38.81,196.98,46.84,11.61
,,9.54,26.76,748.47,200.17,8.98,33.58,8.90,29.28,8.48,2.42,310.23,28.36,0.97
,,9.46,28.17,390.89,381.03,7.71,113.61,47.09,11.49,8.29,19.12,298.62,76.45,7.53
,,8.55,25.50,450.90,213.14,3.27,94.87,19.08,11.16,5.64,34.93,203.38,77.32,17.80
,,7.78,25.51,507.78,281.14,9.99,30.04,8.24,1.71,0.90,32.62,163.40,37.13,5.48
,,7.15,29.76,567.07,216.66,0.47,94.27,42.62,9.67,1.51,17.67,375.27,14.13,3.89
,,6.51,27.70,690.17,293.67,3.90,68.16,67.23,35.03,8.57,37.08,208.21,31.70,8.77
,,7.34,29.99,713.91,303.91,7.46,60.05,27.91,12.24,2.95,25.65,76.81,53.57,3.85
,,7.06,27.37,359.40,200.41,0.70,114.73,30.54,18.92,14.18,0.52,339.00,50.79,17.95
,,8.47,29.51,500.79,304.97,6.68,14.33,11.75,19.24,8.25,12.86,196.28,58.23,17.88
,,7.46,28.76,699.32,346.77,7.70,100.00,65.76,22.11,7.94,39.28,253.39,20.66,12.57
,,9.10,27.01,503.37,219.37,2.11,47.74,31.65,37.04,9.56,37.83,232.25,83.56,3.70
,,7.11,30.00,658.27,314.33,4.22,19.98,17.45,9.71,0.56,3.40,167.14,70.04,14.84
,,8.45,29.66,370.05,283.86,11.18,64.16,16.72,11.96,12.12,15.31,345.13,34.47,1.29
,,6.76,29.92,475.45,398.50,6.09,53.92,24.20,27.66,2.78,37.58,125.17,28.76,1.82
,,8.28,28.50,641.63,398.06,11.23,117.53,41.73,20.98,1.60,10.51,261.09,62.47,2.31
,,6.76,26.08,369.56,270.77,6.56,99.48,7.72,28.76,7.94,35.64,124.99,52.32,3.43
,,7.46,26.90,408.12,301.73,0.23,22.67,26.89,7.62,4.09,38.34,225.53,88.45,7.08
,,6.77,25.36,354.40,246.00,10.80,72.44,5.89,4.98,4.77,30.96,136.02,2.58,14.66
,,8.59,28.49,299.55,217.71,2.48,100.74,58.57,3.49,12.83,36.73,329.31,81.69,12.74
,,6.90,29.64,539.75,266.28,0.31,90.96,64.32,23.05,5.18,17.28,93.44,26.16,16.01
,,8.70,28.31,440.58,188.86,5.69,99.98,9.39,6.06,7.86,34.55,313.81,47.36,18.69
,,7.86,26.76,310.14,244.90,0.10,64.91,67.64,37.70,7.90,34.08,155.65,30.69,19.08
,,9.24,27.99,350.11,366.14,6.13,74.99,2.13,11.95,3.35,23.63,151.72,91.73,18.54
,,7.65,29.72,370.63,221.69,9.70,4.97,39.36,2.00,6.28,12.66,383.67,13.33,5.40
,,9.36,25.23,687.03,298.60,6.37,55.24,36.43,37.66,13.47,35.08,169.27,72.51,10.38
,,9.13,27.20,394.60,368.63,1.01,14.81,7.15,4.25,10.94,34.50,153.53,80.55,15.01
,,7.28,26.17,361.55,386.20,9.57,92.84,11.11,2.41,1.81,41.76,190.17,62.53,14.81
,,8.49,29.58,636.82,277.49,0.59,34.84,7.27,14.48,0.79,39.95,226.61,37.61,2.65
,,9.35,26.90,325.57,381.20,8.66,40.18,16.35,42.15,3.69,32.18,202.95,24.37,8.63
,,9.28,29.85,745.33,217.78,7.26,17.85,32.83,24.43,1.54,32.29,106.60,79.26,12.97
,,6.58,27.20,773.28,363.46,1.69,10.11,17.58,13.60,7.53,41.54,288.05,44.30,0.64
,,8.97,25.74,594.75,368.15,8.27,34.06,13.03,12.76,9.77,13.08,220.00,77.52,14.89
,,7.22,28.83,398.53,405.27,5.72,88.02,37.49,10.82,14.44,13.06,311.97,80.61,10.67
,,8.25,29.88,369.88,208.57,2.96,38.65,39.21,9.33,7.74,1.40,268.05,55.31,10.52
,,6.69,28.90,416.68,299.32,1.78,68.72,61.90,39.92,1.48,41.78,111.95,58.67,1.19
,,9.25,28.12,485.20,267.34,9.74,32.40,43.17,38.68,13.78,42.01,361.07,18.56,4.88
,,6.68,25.64,778.09,377.51,4.61,13.06,11.61,17.40,3.51,24.74,144.49,88.74,6.31
,,7.05,28.75,677.11,305.01,2.69,74.78,34.66,37.11,7.96,10.76,124.98,40.85,15.40
,,7.28,27.35,396.14,274.05,10.10,70.11,26.77,16.06,8.22,9.99,264.97,42.36,12.47
,,6.78,25.62,648.31,337.00,10.09,55.36,53.81,42.31,14.06,23.73,375.90,71.72,18.45
,,8.50,28.42,359.36,371.43,2.24,79.58,17.45,25.37,11.06,39.12,143.86,80.14,3.92
,,7.89,27.94,669.33,403.71,10.27,50.14,53.19,34.16,12.60,10.37,151.76,35.09,3.66
,,8.49,28.77,407.35,258.42,1.74,70.04,34.54,36.98,6.47,30.38,192.74,30.18,5.45
,,7.12,29.36,521.05,235.26,1.93,53.93,1.34,24.52,10.62,6.27,92.42,61.96,4.87
,,7.79,29.28,272.27,389.56,9.67,84.01,25.42,12.94,9.83,4.08,114.66,38.93,3.02
,,6.73,25.42,365.04,287.55,6.63,80.98,46.09,4.30,1.42,9.54,303.76,27.51,14.43
,,8.24,27.22,547.34,289.90,5.49,56.01,59.47,30.58,7.31,17.81,403.04,43.33,3.08
,,6.96,25.42,766.48,215.97,4.53,23.11,30.78,30.05,6.56,11.43,278.22,27.11,17.22
,,9.29,28.76,537.37,274.59,9.17,43.57,64.78,28.77,3.63,12.40,391.23,55.74,3.41
,,8.18,25.79,588.48,371.02,6.72,64.25,58.72,39.71,9.48,41.60,345.63,68.67,1.64
,,7.59,25.66,498.23,221.80,5.25,98.76,8.33,18.22,3.32,29.29,358.65,51.74,7.37
,,7.69,28.37,582.81,299.75,5.97,82.23,62.36,42.71,5.34,27.85,270.76,18.52,10.33
,,6.93,29.28,342.97,334.49,3.42,116.34,39.14,41.71,7.12,33.89,346.58,27.73,5.40
,,7.04,26.05,404.59,223.04,7.31,84.31,55.10,42.33,14.14,26.05,81.36,37.67,16.74
,,8.68,25.55,671.37,204.07,6.37,44.92,16.54,35.97,3.44,3.94,357.98,88.77,11.88
,,7.29,26.57,612.05,332.42,5.64,108.41,42.20,15.66,5.37,41.63,369.12,2.81,9.62
,,6.79,26.05,457.15,369.45,4.46,27.74,38.22,8.13,9.62,37.79,253.50,66.55,8.81
,,9.22,28.21,427.44,240.04,9.73,96.16,19.46,20.97,1.08,4.14,115.37,40.38,12.93
,,7.29,28.62,430.81,320.64,8.24,85.26,21.55,25.81,2.98,30.65,297.94,74.99,16.94
,,7.58,25.42,789.05,343.79,7.44,40.22,40.32,40.55,14.48,8.05,274.50,55.21,18.32
,,7.34,28.93,343.80,392.46,10.43,21.39,49.37,38.33,2.65,35.18,84.11,75.59,2.06
,,8.78,29.08,795.46,333.69,3.28,102.02,54.99,5.46,14.53,24.65,391.58,4.61,0.59
,,8.34,26.31,350.10,224.50,8.89,41.22,38.56,23.65,9.14,38.33,355.07,54.82,16.10
,,8.04,28.46,415.08,275.94,9.15,43.17,2.90,17.49,4.76,11.88,387.21,43.08,5.60
,,7.75,28.98,659.48,192.15,7.33,38.86,65.54,39.48,10.24,35.68,198.13,35.91,2.65
,,9.06,29.19,693.65,395.32,7.15,83.87,65.17,4.63,10.05,21.66,349.17,52.50,9.48
,,6.63,26.80,397.09,223.54,4.78,89.46,56.84,31.53,9.22,7.12,245.39,45.01,14.94
,,7.84,26.90,525.27,252.83,7.89,4.42,4.50,23.72,9.10,7.83,278.32,75.28,16.34
,,7.07,29.89,592.25,335.58,1.59,99.93,62.86,9.05,13.21,11.93,314.45,75.94,2.37
,,8.96,28.32,483.74,292.13,9.30,15.55,5.24,35.86,8.87,32.71,100.16,84.14,19.18
,,7.06,25.95,672.59,242.67,0.63,96.62,11.88,16.55,11.10,18.62,112.38,74.43,11.32
,,8.58,28.85,707.82,220.53,10.48,36.02,7.93,26.83,11.00,3.61,223.05,8.46,2.14
,,9.47,29.54,661.71,282.81,6.92,90.69,19.59,9.31,1.79,18.56,183.51,7.19,18.66
,,8.66,27.88,325.10,327.71,5.18,90.42,53.55,28.40,9.09,18.12,308.92,65.50,5.41
,,8.51,29.25,429.21,214.79,6.53,20.57,37.77,20.05,14.26,34.66,379.38,17.25,13.51
,,8.93,25.46,464.86,232.52,10.72,11.85,36.14,26.60,9.49,39.79,245.52,52.60,5.18
,,8.90,27.36,575.54,272.64,1.25,34.37,27.61,22.99,11.78,35.69,391.47,4.19,3.42
,,6.81,29.36,446.62,296.13,6.31,89.26,25.81,19.94,14.10,12.52,81.94,80.99,9.57
,,7.56,28.87,366.98,287.83,6.53,118.39,14.08,26.16,10.51,2.39,385.56,81.65,6.24
,,8.46,29.10,510.76,333.80,5.73,20.80,28.63,18.19,1.33,21.50,321.67,50.08,5.18
,,9.26,29.40,538.48,262.28,9.18,42.79,54.37,35.40,13.11,41.23,160.77,17.29,5.80
,,8.53,27.77,387.32,373.57,4.34,53.70,43.12,2.69,4.28,19.88,99.88,82.90,7.36
,,7.37,25.35,326.56,261.79,5.50,109.08,67.71,34.22,11.51,14.56,275.03,75.55,13.54
,,7.37,26.54,552.12,309.69,1.56,90.61,59.81,40.98,0.47,21.65,232.87,62.62,7.03
,,7.46,26.22,325.43,330.76,9.97,22.13,0.72,3.30,5.71,22.23,178.96,15.63,4.50
,,9.14,30.04,722.97,401.61,6.47,24.68,40.95,11.08,13.41,30.27,151.96,34.42,16.36
,,7.27,29.21,326.99,210.16,10.01,77.79,4.43,38.35,5.78,28.08,310.32,8.17,9.53
,,8.88,25.93,309.96,298.01,8.61,64.46,13.10,3.44,11.43,39.29,395.28,47.72,3.41
,,9.08,28.76,336.61,324.40,7.44,3.15,46.47,26.71,2.40,5.05,356.07,49.45,3.78
,,6.85,27.24,511.20,321.67,0.60,95.88,57.50,38.79,14.23,31.25,77.84,38.37,2.67
,,9.25,27.64,656.04,309.74,10.18,7.40,46.53,12.82,8.08,5.78,301.44,49.56,6.23
,,8.28,25.81,327.46,226.92,4.20,13.39,65.75,5.16,10.17,5.08,107.16,66.90,18.25
,,9.05,26.18,509.26,294.30,10.78,114.95,40.19,14.32,10.44,17.31,347.46,36.74,12.32
,,7.01,28.33,764.73,318.48,3.45,82.34,66.50,40.00,2.79,41.63,111.52,56.42,12.64
,,6.63,28.43,621.59,308.98,2.29,90.86,12.37,15.93,12.97,34.20,337.36,12.84,5.27
,,7.84,27.07,687.81,397.77,0.32,28.21,24.25,26.42,11.92,12.84,214.02,82.63,11.65
,,7.88,26.20,585.47,317.53,8.22,67.28,26.82,4.91,13.65,0.69,267.44,88.68,9.50
,,7.96,28.12,499.19,382.69,8.65,40.56,46.32,28.91,14.55,17.65,218.56,66.08,1.33
,,6.51,27.89,394.79,230.81,6.34,118.90,30.64,32.97,3.00,34.66,358.51,37.79,0.80
,,6.56,27.90,422.25,315.67,1.38,118.15,2.14,15.02,12.29,10.74,66.59,30.25,12.74
,,7.35,26.94,435.44,224.72,6.33,98.07,4.32,21.17,11.06,11.03,342.29,3.10,16.20
,,7.43,29.15,468.12,189.85,2.47,14.96,48.95,25.47,6.13,32.03,239.00,16.48,4.59
,,7.45,25.68,698.85,276.93,1.62,78.11,57.11,5.83,1.14,22.36,402.36,47.69,17.85
,,7.66,29.34,497.15,352.08,5.38,59.24,6.00,27.03,3.61,38.52,196.61,86.59,2.81
,,6.86,26.34,778.81,292.05,5.06,12.87,63.65,20.67,8.67,32.19,296.72,31.17,3.16
,,8.40,27.70,770.77,359.00,4.55,20.39,50.78,30.69,0.88,29.28,158.21,38.37,17.17
,,6.83,26.89,544.82,279.02,2.17,64.22,66.66,34.83,9.89,40.79,244.39,92.35,10.30
,,6.70,27.60,431.41,365.64,9.60,97.11,47.91,9.03,7.12,9.27,123.42,49.13,14.40
,,6.82,29.69,327.58,338.36,10.19,33.90,6.21,31.87,14.51,0.53,341.82,56.35,17.58
,,8.57,25.33,741.08,394.88,0.70,35.56,1.38,38.33,7.74,29.98,97.38,64.43,6.68
,,8.06,26.24,329.38,237.84,0.20,71.96,24.95,1.75,8.97,2.42,351.76,41.64,15.40
,,9.09,28.71,738.78,195.25,9.10,67.17,68.48,15.43,9.91,6.34,139.05,45.73,0.97
,,7.55,27.35,729.37,283.95,3.21,102.91,59.27,27.29,4.88,2.88,364.59,49.89,17.78
,,9.00,28.57,583.42,188.56,6.58,82.46,67.64,8.58,10.18,30.87,66.55,22.14,7.12
,,8.57,27.87,510.18,264.24,8.97,90.29,9.07,17.05,10.92,9.07,80.10,45.05,13.40
,,8.61,26.19,264.98,290.16,7.09,118.81,27.66,0.84,4.25,39.29,197.83,87.22,9.76
,,7.26,26.65,422.13,235.37,4.13,116.14,60.19,17.79,4.21,8.65,250.27,57.12,9.32
,,7.19,29.10,345.13,220.28,6.98,35.44,16.44,11.60,6.50,2.41,355.27,59.48,10.73
,,7.98,27.69,685.81,290.98,5.70,94.38,43.49,1.70,7.88,6.99,325.34,59.01,16.69
,,9.07,28.90,516.33,322.51,3.98,56.24,26.12,22.33,0.94,4.43,120.33,10.11,3.13
,,8.52,29.89,285.78,289.65,5.29,69.59,32.60,8.85,12.04,31.20,257.27,64.63,12.53
,,7.51,29.03,452.59,221.34,6.12,76.67,44.58,27.74,3.62,18.08,94.01,59.12,5.01
,,9.41,25.24,787.30,194.16,3.47,66.86,60.80,41.78,4.84,28.82,264.60,20.03,2.48
,,6.64,27.36,295.11,198.87,7.29,96.44,7.41,22.31,10.68,15.16,120.17,20.89,5.38
,,7.90,27.65,271.84,353.89,4.23,36.97,53.19,13.01,2.49,32.51,219.04,85.69,16.22
,,9.33,26.51,686.22,210.03,2.51,37.47,36.72,1.09,0.99,26.55,208.33,42.60,0.50
,,8.06,26.44,628.18,277.60,7.77,84.04,5.54,28.51,1.24,19.84,362.58,42.65,0.47
,,9.05,28.74,765.08,350.43,2.68,44.01,35.19,18.71,1.10,3.16,366.44,85.09,8.45
,,9.30,27.77,386.63,317.84,11.38,47.38,27.07,20.78,12.74,21.23,241.64,39.36,16.53
,,7.46,30.04,364.49,195.68,2.67,18.34,65.09,26.50,6.36,40.36,99.65,35.53,5.58
,,7.14,29.85,716.75,339.76,4.66,51.41,7.89,34.79,8.11,14.93,201.92,9.35,11.14
,,8.92,29.06,362.21,314.84,3.78,29.79,35.49,19.76,8.87,41.64,206.46,29.06,9.03
,,7.50,29.38,659.50,261.75,4.29,36.49,0.86,19.89,1.59,35.57,342.03,2.93,7.77
,,7.29,28.08,685.16,326.47,1.79,117.24,5.80,12.07,12.40,34.64,145.96,52.71,3.84
,,8.44,29.44,392.76,373.25,10.99,38.08,65.21,0.98,8.57,9.22,210.93,89.58,3.10
,,7.40,25.36,566.95,315.70,8.27,50.94,18.64,8.49,7.33,13.46,141.73,76.00,0.02
,,8.56,27.34,669.64,281.11,7.30,110.69,25.77,33.68,3.61,12.04,69.37,25.52,16.80
,,9.42,29.78,714.49,379.63,9.25,21.00,1.74,33.09,6.84,41.70,162.96,60.99,2.61
,,9.28,26.53,773.61,198.74,10.71,85.77,41.51,13.41,1.91,36.52,283.88,27.23,0.10
,,7.09,29.35,656.57,351.07,7.20,98.16,32.78,17.56,4.85,20.10,83.27,13.25,4.55
,,8.20,29.70,400.37,402.50,9.94,108.96,59.92,12.48,0.40,13.98,225.21,45.57,18.52
,,8.34,25.60,590.98,294.79,8.74,34.98,37.92,29.17,5.54,15.75,328.99,81.14,14.17
,,8.83,26.47,756.03,316.53,4.75,53.03,53.75,3.14,9.38,18.49,170.26,23.23,18.25
,,7.68,29.83,707.52,209.30,3.86,54.24,55.94,32.41,1.33,23.36,206.39,91.85,1.07
,,7.53,26.50,746.52,197.15,7.41,27.56,33.39,30.31,8.45,9.02,288.05,55.55,8.67
,,8.47,25.99,646.68,235.86,9.99,16.95,2.62,17.92,11.92,31.32,235.41,10.83,10.30
,,8.78,30.01,363.08,288.97,3.98,111.03,68.16,21.49,6.64,27.19,379.93,58.30,8.75
,,7.63,30.05,558.68,326.00,6.64,92.05,23.50,40.40,12.36,7.97,157.36,76.85,17.98
,,8.26,28.50,315.78,284.48,0.29,67.73,55.33,22.29,2.17,22.37,73.17,72.65,18.37
,,9.00,28.11,542.24,185.33,5.73,113.85,12.57,4.02,13.48,32.24,341.21,39.97,11.83
,,9.08,27.62,562.34,228.43,2.42,42.56,1.11,35.24,12.48,19.71,360.30,47.43,17.91
,,8.57,27.67,542.18,188.18,0.50,11.62,56.54,38.83,0.43,17.81,139.79,58.21,15.18
,,7.29,28.04,622.32,219.41,6.25,105.49,17.47,7.84,10.51,30.52,300.73,27.82,0.17
,,7.59,27.37,744.84,240.68,3.05,91.63,27.55,15.29,0.55,37.63,91.23,53.74,9.52
,,7.66,29.30,421.75,329.34,3.94,113.57,60.53,8.11,8.54,24.35,89.84,89.91,9.57
,,8.53,27.77,424.74,279.57,8.29,3.18,41.75,14.80,1.55,6.15,231.49,7.41,0.23
,,8.02,26.55,518.04,359.38,11.29,103.69,27.62,31.60,1.08,18.65,210.46,35.47,0.21
,,7.92,27.14,663.54,208.46,0.19,95.99,42.93,32.16,9.10,18.46,171.90,33.64,8.40
,,9.43,26.92,779.05,396.91,3.93,56.44,26.59,9.13,8.29,3.47,200.80,26.98,17.45
,,6.50,28.81,304.86,317.85,7.59,35.63,60.96,36.09,6.34,11.19,278.05,3.71,3.05
,,7.12,26.21,448.29,280.25,2.49,18.93,4.14,15.84,14.51,2.88,379.12,2.89,14.84
,,8.98,28.79,323.05,220.61,4.42,10.81,63.31,22.22,1.73,31.60,106.74,27.13,4.76
,,8.59,29.72,638.40,404.25,7.35,104.46,49.30,24.40,12.03,33.76,69.20,90.36,0.14
,,6.60,25.67,311.76,255.86,11.36,34.56,52.98,21.31,8.07,25.18,114.61,49.49,17.33
,,8.50,26.54,723.53,287.48,6.16,40.52,2.74,22.55,9.41,29.04,207.94,6.09,14.23
,,9.36,28.44,789.83,337.31,9.89,37.30,6.92,7.32,10.20,7.41,124.63,30.24,0.49
,,9.04,25.94,378.58,225.56,1.04,50.11,34.94,25.34,9.19,9.96,118.34,39.67,11.05
,,9.34,28.42,721.00,215.46,11.19,38.81,66.54,10.41,4.51,37.98,322.07,68.50,7.83
,,9.12,27.90,372.45,378.71,1.35,91.20,45.16,31.03,12.80,35.66,311.51,33.00,13.03
,,9.15,27.36,626.97,276.65,7.33,13.19,27.79,1.59,6.60,22.02,316.99,54.93,4.73
,,7.64,28.56,752.61,248.27,1.72,18.26,33.66,35.87,9.69,34.72,241.55,91.15,0.25
,,8.06,30.01,670.94,233.44,10.49,32.65,32.99,10.35,2.38,17.49,195.45,55.30,13.27
,,6.56,28.93,620.21,249.60,1.03,27.59,56.61,22.03,5.89,28.61,363.67,92.20,2.58
,,8.76,26.19,483.22,358.50,9.16,45.88,46.27,38.01,1.34,11.05,207.34,65.12,3.20
,,7.88,29.66,756.05,347.67,4.00,62.90,36.00,29.31,8.44,3.69,382.48,72.91,13.13
,,6.52,25.41,749.94,195.42,1.01,53.81,11.40,3.23,8.64,34.30,105.93,58.46,16.55
,,7.53,26.80,646.85,268.71,9.70,118.72,12.54,2.89,1.48,37.50,64.67,80.90,2.36
,,9.46,26.51,639.00,362.00,7.74,97.90,19.71,36.13,6.24,29.01,378.04,88.87,5.03
,,7.70,29.70,292.00,353.37,6.23,46.75,47.40,35.01,11.99,8.36,380.60,6.77,6.71
,,7.48,28.99,494.06,217.89,8.82,14.07,10.31,20.27,8.83,40.12,392.46,61.95,10.47
,,7.35,26.11,292.25,335.95,10.56,115.65,39.20,24.73,0.81,35.03,384.09,57.22,9.97
,,9.47,26.04,771.70,363.31,8.95,41.86,1.57,16.85,6.81,17.67,374.35,77.27,9.23
,,6.80,29.54,467.93,236.95,5.86,69.92,53.86,37.68,8.42,1.84,93.70,13.97,1.94
,,9.13,26.90,442.77,216.26,3.06,12.05,46.07,20.27,12.55,32.56,230.93,24.73,18.88
,,8.34,28.31,313.80,325.54,4.21,46.21,7.56,18.16,1.34,38.02,239.09,56.83,17.97
,,7.93,27.64,271.47,394.77,3.33,57.18,51.66,13.12,4.79,34.29,177.79,54.11,2.40
,,9.23,25.71,551.49,366.49,4.70,68.29,6.59,27.36,6.92,22.69,194.19,29.48,4.82
,,7.52,27.11,789.46,232.88,1.16,82.30,20.01,40.66,14.05,26.29,191.59,45.17,14.09
,,9.54,26.26,377.77,341.25,1.90,60.54,30.71,5.73,5.10,32.14,293.75,52.57,11.53
,,6.84,25.47,499.01,393.82,7.23,33.40,49.88,37.26,12.26,6.56,186.30,15.82,4.09
,,6.68,26.55,477.71,210.00,7.59,18.14,44.29,28.89,4.04,12.29,314.81,54.58,18.16
,,7.40,25.78,408.78,367.27,4.34,52.03,51.98,2.91,1.30,35.74,293.62,30.83,5.39
,,7.81,27.74,287.99,388.65,10.91,103.86,48.16,41.07,8.87,17.48,335.29,36.02,10.23
,,9.14,30.08,285.67,350.06,4.87,9.95,58.98,13.10,3.95,7.43,357.57,75.26,11.59
,,9.54,26.50,359.00,229.03,2.67,61.49,11.24,32.00,9.05,12.86,390.50,51.97,2.42
,,8.04,26.93,648.52,387.94,6.94,106.57,0.93,13.46,7.86,12.04,190.71,35.53,1.42
,,8.83,29.27,666.42,326.37,5.55,57.97,10.93,41.66,11.99,29.66,396.21,73.89,12.56
,,8.53,29.03,718.84,352.58,10.10,99.06,66.77,29.90,6.18,22.39,178.19,62.06,15.71
,,8.51,26.87,376.83,345.75,9.11,91.31,60.47,3.04,0.39,32.25,306.19,7.28,10.72
,,6.96,29.24,772.88,329.89,4.33,111.19,20.13,39.35,14.43,7.78,71.35,87.62,12.29
,,9.42,26.87,621.61,337.21,3.33,63.05,41.53,10.31,10.54,5.16,183.22,61.94,5.76
,,6.54,29.09,747.29,329.55,10.85,60.03,38.39,18.61,2.14,10.94,252.06,62.26,14.55
,,6.96,28.27,478.17,253.21,1.16,26.03,2.36,34.99,11.81,11.14,117.33,64.66,15.41
,,6.68,26.72,643.74,217.52,7.53,6.27,10.74,4.72,9.11,24.40,380.08,78.33,12.49
,,7.18,27.44,442.87,335.58,3.96,101.07,55.56,11.65,11.33,40.54,384.10,19.78,1.66
,,7.26,28.91,444.10,238.04,1.65,54.81,60.89,29.19,4.96,19.19,356.03,38.83,11.62
,,8.73,29.54,285.21,332.21,3.16,90.02,28.63,43.12,11.73,19.53,388.06,7.01,18.30
,,7.96,27.47,478.92,382.98,4.19,39.03,12.55,32.27,14.15,19.16,346.35,28.94,0.55
,,7.84,28.14,477.20,397.99,5.53,16.37,57.50,42.30,7.60,42.07,177.27,45.34,14.23
,,9.48,25.52,579.87,343.89,6.00,54.29,21.18,11.51,11.65,21.74,144.71,47.26,3.88
,,6.81,27.42,470.46,282.73,3.57,21.41,39.34,31.06,13.69,19.11,221.67,12.38,12.89
,,9.08,28.03,638.77,299.39,3.78,40.17,41.23,39.96,9.80,28.30,136.44,67.81,4.84
,,8.92,27.16,779.96,376.42,5.54,70.75,48.50,2.57,12.72,39.12,391.49,71.70,9.18
,,7.03,25.32,341.42,209.82,4.40,7.42,15.24,25.61,3.17,18.25,71.45,31.51,10.54
,,9.38,29.51,386.19,186.68,5.54,97.76,33.88,1.89,2.91,32.52,113.02,80.47,8.85
,,6.89,28.72,621.66,348.60,3.89,22.91,45.68,29.66,6.14,27.87,227.50,91.24,2.39
,,6.99,25.48,600.41,207.56,4.82,91.85,19.60,26.35,10.14,13.47,375.10,45.32,9.08
,,7.63,28.81,395.51,328.63,1.84,42.18,48.33,21.95,9.18,33.48,185.65,78.71,9.03
,,6.62,29.68,473.45,331.34,9.80,68.31,65.49,16.04,4.15,39.62,316.73,34.52,3.03
,,7.86,27.65,340.49,331.10,6.97,74.26,66.18,5.71,11.06,21.62,236.30,85.94,9.92
,,7.08,29.08,767.07,333.29,8.58,92.45,3.52,9.05,5.08,20.79,298.67,19.64,11.64
,,6.58,26.24,478.36,291.64,0.74,86.83,45.32,37.37,6.84,31.34,374.75,60.83,18.44
,,8.13,25.94,769.93,350.63,5.19,111.31,41.53,8.99,7.99,36.60,240.07,37.92,8.69
,,7.15,26.22,677.67,258.53,2.94,65.61,13.11,15.77,3.04,3.24,69.61,61.90,12.17
,,8.48,26.20,282.75,254.14,9.80,80.58,18.21,33.43,11.72,35.13,210.64,59.04,13.54
,,7.06,28.35,329.27,299.89,2.05,24.27,10.76,1.22,3.94,3.79,325.00,64.66,2.21
,,8.10,28.26,621.70,344.75,5.52,5.02,3.33,7.57,8.92,5.22,291.35,32.40,16.32
,,8.03,28.55,777.84,277.26,1.70,117.92,61.40,27.41,12.52,25.30,73.17,40.69,1.86
,,7.19,27.48,289.36,226.18,1.96,97.71,28.03,21.56,9.58,27.11,77.54,27.37,11.35
,,9.12,26.39,512.17,306.33,4.45,48.80,49.13,42.57,2.84,30.27,111.00,28.43,2.57
,,6.79,27.13,516.45,283.89,9.12,86.08,45.71,20.99,10.42,6.14,248.26,53.37,16.06
,,7.03,25.32,585.89,229.35,1.34,112.18,54.13,23.14,11.60,4.79,382.69,74.51,12.74
,,6.55,26.25,739.40,314.15,2.38,46.43,54.87,38.04,12.90,7.82,85.10,62.93,2.20
,,8.25,29.05,726.21,250.87,10.54,113.94,53.85,40.65,12.44,22.39,133.39,46.02,2.98
,,8.92,27.59,525.32,360.85,2.51,26.67,16.17,15.22,14.42,14.32,182.05,84.21,4.22
,,8.47,26.69,350.11,238.06,8.70,115.16,66.30,11.85,1.91,3.11,95.48,35.95,10.44
,,8.50,29.18,323.41,324.13,2.46,18.64,3.27,12.02,4.44,17.68,221.38,78.81,5.54
,,8.64,25.39,692.45,354.14,3.14,30.50,47.76,0.93,0.87,1.68,162.45,53.72,5.58
,,7.29,28.63,730.38,205.64,0.82,55.02,36.57,6.71,5.30,18.96,183.14,7.18,13.22
,,7.43,29.90,745.88,374.27,2.00,35.50,51.36,34.43,9.15,29.41,252.04,41.68,5.78
,,6.78,25.32,363.15,233.51,8.94,108.29,37.73,27.15,14.31,31.09,242.82,81.44,17.08
,,7.70,26.31,721.82,307.36,10.76,51.50,37.77,41.44,1.08,23.63,292.70,72.63,0.35
,,9.15,26.48,641.38,312.65,4.83,65.82,8.42,37.07,7.97,33.91,95.35,61.30,6.54
,,8.55,28.79,585.30,215.46,8.93,94.18,50.39,0.25,2.02,8.69,285.47,65.83,3.83
,,6.66,28.06,588.82,257.37,0.62,77.26,40.36,1.42,4.17,9.55,207.82,42.07,17.27
,,8.25,27.27,589.70,286.39,5.46,110.01,30.07,11.95,8.95,36.58,332.54,89.71,17.02
,,8.52,29.05,656.18,199.14,2.45,44.03,56.60,0.35,11.68,7.99,211.94,46.17,5.87
,,6.63,27.22,695.59,257.48,10.45,71.43,43.03,20.63,9.51,12.56,259.15,46.79,16.55
